Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;3 ;ALICANTE;900;ALCOY/ALCOI;14894;CLÍNICA DENTAL JUAN RIERA AYORA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE GONGORA  1 E. IV 1ºIZ
2021;46;VALENCIA;190;PATERNA;14895;NEUS HERRERO SEBASTIÁN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SILLA  12 B - C
2021;46;VALENCIA;250;VALÈNCIA;14896;PATRICIA MORENO COLERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LUIS OLIAG 62 27
2021;46;VALENCIA;131;GANDIA;14897;RAÚL TORRES GARCÍA PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT LLUIS GONZAGA  6 5
2021;46;VALENCIA;244;TORRENT;14898;MARÍA MAR TRESGUERRES MARTÍN-PEÑASCO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PARE FEIJOO  15 13
2021;46;VALENCIA;250;VALÈNCIA;14899;MARIOLA SOLBES DOMÉNECH;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ALBORAYA 61 15
2021;46;VALENCIA;250;VALÈNCIA;14900;CLÍNICA MEAMENTIS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BUEN ORDEN 13
2021;46;VALENCIA;900;ALBALAT DELS SORELLS;14901;ANNA CLARAMUNT I CLARAMUNT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DEL MOLI  4 B
2021;46;VALENCIA;250;VALÈNCIA;14902;MARÍA JESÚS GUILLOT LLOPIS PSICOLOGÍA GENERAL SANITARIA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MURILLO 35 5
2021;46;VALENCIA;290;ALGEMESI;14903;JOSÉ MANUEL TERRÉS MOLINA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CERVANTES  15 1º 2ª
2021;46;VALENCIA;250;VALÈNCIA;14904;CLÍNICA MASÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PERIS Y VALERO 85 1
2021;46;VALENCIA;131;GANDIA;14905;CLÍNICA DE FISIOTERAPIA. RAÚL-FISIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CLOT DE LA MOTA (DEL)  27 BAJO
2021;46;VALENCIA;184;ONTINYENT;14906;Mª ASUNCIÓN CASANOVA ANTÓN - PSICÓLOGA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE APARTADO  CORREOS 626
2021;46;VALENCIA;700;ALBAL;14907;JOSÉ FRANCISCO VIDAL MANZANERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BLAS MARGALEF 4 7
2021;46;VALENCIA;250;VALÈNCIA;14908;RUZAFA SALUD;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE CUBA  77 BAJO DCHA.
2021;46;VALENCIA;250;VALÈNCIA;14909;CENTRE GESTALT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA MARIA MICAELA 18 BL.2, 94
2021;46;VALENCIA;250;VALÈNCIA;14910;BODYON;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;GV MARQUES DEL TURIA 82
2021;46;VALENCIA;116;ELIANA (L');14911;FISIONOU;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAYOR  20 BJ. DCHA.
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;14912;SERVICIO DE PSICOLOGÍA DOMICILIARIA DIEGO AMO LOBATO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE GRAVINA 4 3ºC
2021;3 ;ALICANTE;104;PETRER;14913;SERVICIO DE PSICOLOGÍA DOMICILIARIA RAQUEL BENEIT MAESTRE;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE RAMBLA DE CAPRALA  4 B
2021;46;VALENCIA;116;ELIANA (L');14914;TAMARA MONTEAGUDO LACOMBA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE RONDA LA IGLESIA  4
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;14915;BEATA ZERENYIOVA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ANGELES (LOS) 6 B
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;14916;PODOLOGÍA DOMICILIARIA ANABEL BONO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAYOR 129 1
2021;46;VALENCIA;244;TORRENT;14917;CLÍNICA DE FISIOTERAPIA-OSTEOFISIO TORRENT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PROFESSOR IDILIO GIMENO  6 15
2021;46;VALENCIA;250;VALÈNCIA;14918;CENTRO DE PSICOLOGÍA GENERAL SANITARIA VINALOPÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE VINALOPO 4 14
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;14919;CARLOS JAVIER SANCHIS LAHIGUERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LLOBREGAT 12
2021;46;VALENCIA;250;VALÈNCIA;14920;JUAN FRANCISCO CARRERA AROCAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE MARIA HARO (MAGISTRAT) 59 52
2021;46;VALENCIA;250;VALÈNCIA;14921;SARA POLO - PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA BURJASOT 58 4
2021;46;VALENCIA;250;VALÈNCIA;14922;PSICÓLOGA GENERAL SANITARIA DELFINA GARCÍA PASTOR;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PADRE MUEDRA 21 21
2021;46;VALENCIA;244;TORRENT;14923;PSICOLOGÍA GENERAL SANITARIA A DOMICILIO Mª ISABEL REIG PÉREZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PLAZA PEDRO ITURRALDE OCHOA  8 9
2021;46;VALENCIA;250;VALÈNCIA;14924;LUZ MARTÍ MARCO. PSICOLOGÍA A DOMICLIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA REGNE DE VALENCIA 45 10
2021;46;VALENCIA;250;VALÈNCIA;14925;INMACULADA ARCON I FAUBEL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE OLTA 40 A-21ª
2021;46;VALENCIA;250;VALÈNCIA;14926;Mª ISABEL GAMBOA GARCÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE HOMERO 3 5
2021;12;CASTELLÓN;135;VILA-REAL;17768;CLÍNICA JOSÉ LUIS ROJO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE PEREZ BAYER 1  -B
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17773;ATENCIÓN PSICÓLOGA A DOMICILIO EDITH LÓPEZ HURTADO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ARQUITECTO MORELL 1 2º B
2021;46;VALENCIA;250;VALÈNCIA;17774;CLÍNICA SALAMANCA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE SALAMANCA 35 BJ DCHA
2021;46;VALENCIA;147;LLIRIA;17775;GARCÍA & DOMÉNECH ODONTOLOGÍA AVANZADA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SANT VICENT FERRER 20 BAJO
2021;46;VALENCIA;250;VALÈNCIA;17776;MARÍTIM PODOLOGIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE FRANCISCO DE BELLVIS 6 BAJO IZQUI
2021;3 ;ALICANTE;310;BENIDORM;17777;CLÍNICA FISIOTERAPIA AITANA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;GTA CARRASCO 1  BLOQUE I, ESC A 1º 1ª
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17778;VITALDENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE REYES CATOLICOS 19
2021;3 ;ALICANTE;310;BENIDORM;17779;CLÍNICA PODOLÓGICA ACACIAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PASEO ACACIAS 5
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17780;CLÍNICA VERSALLES;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR GADEA 15 BAJO
2021;3 ;ALICANTE;490;CALLOSA DE SEGURA;17781;DENTALCLINIC ABEL MARTÍNEZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE NTRA. SRA. DESAMPARADOS 5 2º B
2021;3 ;ALICANTE;660;ELDA;17783;PODOLOGÍA Y BIOMECÁNICA DEPORTIVA ANTONIO JUAN ORTUÑO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE DON QUIJOTE 28
2021;3 ;ALICANTE;310;BENIDORM;17784;CLÍNICA DR. MARCELO H. ARRIBAS CUTROPÍA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE VENUS 2  EDIFICIO MARTE 1ª ESC. 1º A
2021;3 ;ALICANTE;990;ORIHUELA;17785;VITALDENT ORIHUELA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA TEODOMIRO 17  ESQUINA AVDA. DE LA VEGA
2021;46;VALENCIA;190;PATERNA;17786;LIFESEQUENCING;C.2.5.6;CENTROS DE DIAGNÓSTICO;20;PRIVADOS;PRI;PRIVADO;CALLE CATEDRÁTICO AGUSTÍN ESCARDINO BENLLOCH 9  PARQUE CIENTÍFICO UNIVERSIDAD DE VALENCIA
2021;3 ;ALICANTE;310;BENIDORM;17788;CENTRO DE FISIOTERAPIA Y RECUPERACIÓN FUNCIONAL FRANCISCO LLEDÓ LLORENS, S.L.;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR SEVERO OCHOA 15  LOCAL BANCAJA
2021;3 ;ALICANTE;110;ALFAS DEL PI (L');17789;REGEN CLINIC;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE W. A. MOZART 6 LOCAL 13 EDIFICIO COLISEO
2021;46;VALENCIA;205;PUÇOL;17790;DENTIMAR CLINICA DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;PLAZA PABLO PICASSO 13 BAJO
2021;46;VALENCIA;184;ONTINYENT;17791;FISIO GLOBAL SPORT;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MARTINEZ VALLS 61 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;17792;CLÍNICA FISIO ACTÚA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PRINCESA MERCEDES 3 BAJO
2021;46;VALENCIA;250;VALÈNCIA;17793;DR. JOSÉ MALLENT AÑÓN;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;PLAZA ALFONSO EL MAGNANIMO 5 12B
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;17794;DAYDREAMS HEALTH;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE ENMEDIO 89
2021;3 ;ALICANTE;760;GUARDAMAR DEL SEGURA;17795;CENTRO DE FISIOTERAPIA ZAFRA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PAIS VALENCIANO 107  ESCALERA CALLE LAS VIÑAS
2021;3 ;ALICANTE;990;ORIHUELA;17797;CENTRO DE PSICOLOGÍA, FISIOTERAPIA Y LOGOPEDIA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;PLAZA PUEBLO (DEL) 1
2021;3 ;ALICANTE;970;ORBA;17798;PODOCLINIC MORELL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PLAZA ESPANYA 3
2021;3 ;ALICANTE;105;PINOS (EL)/PINOSO;17799;EQUILIBRA2;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PASEO CONSTITUCION DE (LA) 38
2021;3 ;ALICANTE;900;ALCOY/ALCOI;17800;MARTA VALIENTE GINECOLOGÍA, OBSTETRICIA Y PLANIFICACIÓN FAMILIAR;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE BISBE ORBERA 12
2021;3 ;ALICANTE;690;FINESTRAT;17801;SOLOPTICAL LA MARINA BENIDORM;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE PAIS VALENCIA 2  CENTRO COMERCIAL LA MARINA L-B-1B
2021;3 ;ALICANTE;101;PEDREGUER;17802;CENTRE DE FISIOTERAPIA PEDRO FRANCISCO BARBER NOGUERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MESTRE SERRANO 26 BAJO
2021;46;VALENCIA;131;GANDIA;17803;PILAR PICAZO COLLADO PSICOLOGÍA A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA UNIVERSITAT (DE LA) 10 1 PISO6
2021;3 ;ALICANTE;104;PETRER;17804;CLÍNICA DENTAL CRISTINA MARTÍN;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE NORTE 13 BAJO
2021;3 ;ALICANTE;104;PETRER;17805;ÓPTICA MARCO;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE VIRREY POVEDA 12  LOCAL C
2021;3 ;ALICANTE;133;TORREVIEJA;17806;PODOCENTER;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CAMPOAMOR 82 BAJO
2021;3 ;ALICANTE;650;ELCHE/ELX;17807;CLÍNICA DE PODOLOGÍA VICENTE MATEU DÍAZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE TENIENTE RUIZ BRU 63
2021;3 ;ALICANTE;310;BENIDORM;17808;CLÍNICA DENTAL Mª DOLORES GUTIÉRREZ MIÑANA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;ALAM ALCALDE D. PEDRO ZARAGOZA 15 1º
2021;3 ;ALICANTE;110;ALFAS DEL PI (L');17809;FISIOTERAPIA ANA G. RIVAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA ALBIR (L') 155 LOCAL 3B
2021;3 ;ALICANTE;630;DENIA;17810;ÓPTICA BENJAMÍN;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;CALLE MARQUES DE CAMPO 12
2021;12;CASTELLÓN;270;BENICARLO;17811;ABINETE DE LOGOPEDIA Y PSICOLOGÍA "L'ARBRE DELS SONS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DEL CRIST DE LA MAR 157  BAJO
2021;46;VALENCIA;213;REQUENA;17812;DENTAL BRIZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA ARRABAL 57 BAJO-IZQ
2021;46;VALENCIA;700;ALBAL;17813;BETRAINING SPORT CLINIC;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE TORRENTE 20 BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;17815;SERVEI DE LOGOPEDIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LAGASCA 12  -BAJO
2021;46;VALENCIA;250;VALÈNCIA;13703;PILAR SÁNCHEZ CUERDA - PSICÓLOGO A DOMICILIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE TRAFALGAR  52 BLQ.2 11D
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13705;SERVICIO DE PSICOLOGÍA DOMICILIARIA CELIA MUÑOZ NAVARRO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ECUADOR  7 B.7 1º P3
2021;3 ;ALICANTE;630;DENIA;13706;TERÀPIES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE LLAC LUGANO 1 B
2021;3 ;ALICANTE;530;CASTALLA;13707;SERVICIO DE PSICOLOGÍA DOMICILIARIA SPAD PSICÓLOGOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JAUME I  48
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13708;SERVICIO DE PSICOLOGÍA DOMICILIARIA Mª TERESA PÉREZ MARÍN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DR. BERGEZ 73 B IZQ
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13709;SERVICIO DE PSICOLOGÍA DOMICILIARIA FRANCISCO JAVIER LÓPEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR BERGEZ  73 1º IZQ
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;13710;SERVICIOS SANITARIOS DEL GABINETE DE PSICOLOGÍA COMANDANCIA GUARDIA CIVIL;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;CALLE BENICARLO  21 BLOQUE H
2021;3 ;ALICANTE;630;DENIA;13711;CENTRO MUJER 24 HS DÉNIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;4;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;PUB;PÚBLICO;CALLE HERMANOS GAVILA FERRER  1
2021;3 ;ALICANTE;210;BANYERES DE MARIOLA;13713;SERVICIO DE PSICOLOGÍA DOMICILIARIA DÁMARIS GUILLÉN PICÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ANGEL TORRO  26 ES.C3- 6ºJ
2021;3 ;ALICANTE;820;JAVEA/XABIA;13714;SERVICIO DE PSICOLOGÍA DOMICILIARIA RAQUEL NADAL NARBONA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ARQUITECTO URTEAGA 17
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13715;SERVICIOS SANITARIOS DEL CENTRO DE FISIOTERAPIA Y ATENCIÓN TEMPRANA A.E.B.H.A;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE MARIA GUERRERO  2 LOCAL C
2021;3 ;ALICANTE;630;DENIA;13716;CLINICA VIVANTA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE DIANA  40
2021;3 ;ALICANTE;650;ELCHE/ELX;13717;SERVICIO DE PSICOLOGÍA DOMICILIARIA PILAR MATEU COVES;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE VICENT ANDRES ESTELLES  22 2º C
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;13718;SERVICIO DE PSICOLOGÍA DOMICILIARIA SIRVENT-ALONSO PSICÓLOGOS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SAN PABLO 31 2º B
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13719;SERVICIO DE PSICOLOGÍA DOMICILIARIA ANA PAVÓN LEAL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR MURILLO  49 ATCO. A
2021;3 ;ALICANTE;650;ELCHE/ELX;13720;SERVICIO DE PSICOLOGÍA DOMICILIARIA ÁNGELES TRIBALDOS RUBIO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE VICENT ANDRES ESTELLES  22 2º C
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;13721;SERVICIO DE PSICOLOGÍA DOMICILIARIA VANESA MARTÍNEZ PÉREZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE RIU ALGAR  30 6º E
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13722;SERVICIO DE PSICOLOGÍA DOMICILIARIA LAURA MARTÍNEZ ESCOLANO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PERU  13 ESC 5-7º B
2021;3 ;ALICANTE;190;ASPE;13723;SERVICIO DE PSICOLOGÍA DOMICILIARIA MIRIAN MIRA CERDÁN;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA LAS CORTES VALENCIANAS 24 3º F
2021;3 ;ALICANTE;650;ELCHE/ELX;13724;SERVICIO DE PSICOLOGÍA DOMICILIARIA Mª CARMEN ALBARRACÍN LIMONCHI;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA ALCALDE RAMON PASTOR 6 2º B
2021;3 ;ALICANTE;121;SANTA POLA;13725;SERVICIO DE PSICOLOGÍA DOMICILIARIA ÁNGELA GARCÍA RUIZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE ALEJO BONMATI  31 4º IZDA
2021;3 ;ALICANTE;590;CREVILLENT;13726;SERVICIO DE PSICOLOGÍA DOMICILIARIA Mª MAGDALENA CASANOVA GARCÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ESPARDENYER (L')  6 4º C
2021;3 ;ALICANTE;104;PETRER;13727;SERVICIO DE PSICOLOGÍA DOMICILIARIA FERNÁNDEZ-MARTÍNEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CAMINO VIEJO DE ELDA 21 4º A
2021;3 ;ALICANTE;210;BANYERES DE MARIOLA;13728;SERVICIO DE PSICOLOGÍA DOMICILIARIA SONIA GIMÉNEZ VÁZQUEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE VILLENA 13 1º A
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13729;SERVICIO DE PSICOLOGÍA DOMICILIARIA ALBERTO ANDRÉS CÁNOVAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA ALCALDE ALFONSO DE ROJAS 5 6º D
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;13730;SERVICIO DE PSICOLOGÍA DOMICILIARIA SILVIA DOMENECH NOGUERA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE SAN CARLOS  17 BAJO E
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;13731;SERVICIO DE PSICOLOGÍA DOMICILIARIA PATRICIA HIDALGO JURADO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ROSELLO 16 2º A
2021;3 ;ALICANTE;660;ELDA;13732;SERVICIO DE PSICOLOGÍA DOMICILIARIA PSICOTERAPIA Y MEDIACIÓN FAMILIAR;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE PAZ (LA)  84 ATC
2021;3 ;ALICANTE;590;CREVILLENT;13733;CENTRO DE TERAPIA PSICOLÓGICA JOSÉ JAVIER RODRÍGUEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE BLASCO IBAÑEZ 12 ENTLO. IZD
